Name;id;x;y;Département
Nancon;J001401001;389358;6816630;35
Loysance;J014401001;372020;6823398;35
Guyoult;J032301001;353973;6835365;35
Rance_StJouan;J061161001;316728;6807388;22
Fremur_Pleslin;J100452001;325717;6839857;22
Arguenon;J110301001;305570;6824711;22
Rosette;J111401001;311269;6820269;22
Gouessant;J131301001;288863;6834984;22
